"","id","status","address","address_google","location_type","pnt"
"534",501,"OK","Gamay","Gamay, Northern Samar, Philippines","APPROXIMATE",c(125.2807624, 12.3848356)
"535",502,"OK","Gamu","Gamu, Isabela, Philippines","APPROXIMATE",c(121.7879244, 17.0838631)
"536",503,"OK","Ganassi","Ganassi, Lanao del Sur, Philippines","APPROXIMATE",c(124.097547, 7.8064472)
"537",504,"OK","Gandara","Gandara, Samar, Philippines","APPROXIMATE",c(124.8403408, 12.0972477)
"538",505,"OK","Gapan","Gapan City, Nueva Ecija, Philippines","APPROXIMATE",c(121.0105733, 15.2912094)
"539",506,"OK","Garchitorena","Garchitorena, Camarines Sur, Philippines","APPROXIMATE",c(123.6399562, 13.8628124)
"540",507,"OK","Garcia-Hernandez","Garcia Hernandez, Bohol, Philippines","APPROXIMATE",c(124.2754988, 9.6688372)
"541",508,"OK","Gasan","Gasan, Marinduque, Philippines","APPROXIMATE",c(121.8790306, 13.312811)
"542",509,"OK","Gattaran","Gattaran, Cagayan, Philippines","APPROXIMATE",c(121.8790306, 18.0736485)
"543",510,"OK","Gen S.K Pendatun","General S.K. Pendatun, Maguindanao, Philippines","APPROXIMATE",c(124.7077665, 6.8278241)
"544",511,"OK","Gen. Emilio Aguinaldo","General Emilio Aguinaldo, Cavite, Philippines","APPROXIMATE",c(120.792458, 14.1931169)
"545",512,"OK","Gen. Mariano Alvarez","General Mariano Alvarez, Cavite, Philippines","APPROXIMATE",c(121.0127625, 14.3051421)
"546",513,"ZERO_RESULTS","General Luna (SN)",NA,NA,c(NA, NA)
"547",514,"ZERO_RESULTS","General Luna (QN)",NA,NA,c(NA, NA)
"548",515,"ZERO_RESULTS","General Macarthur",NA,NA,c(NA, NA)
"549",516,"OK","General Mamerto Natividad","General Mamerto Natividad, Nueva Ecija, Philippines","APPROXIMATE",c(121.0449768, 15.5878761)
"550",517,"OK","General Nakar","General Nakar, Quezon, Philippines","APPROXIMATE",c(121.6356429, 14.7647769)
"551",518,"OK","General Santos","General Santos City, South Cotabato, Philippines","APPROXIMATE",c(125.171618, 6.1163861)
"552",519,"OK","General Tinio","General Tinio, Nueva Ecija, Philippines","APPROXIMATE",c(121.2168466, 15.3634465)
"553",520,"OK","General Trias","General Trias, Cavite, Philippines","APPROXIMATE",c(120.907304, 14.3214094)
"554",521,"OK","Gerona","Gerona, Tarlac, Philippines","APPROXIMATE",c(120.6042989, 15.607937)
"555",522,"OK","Getafe","Jetafe, Bohol, Philippines","APPROXIMATE",c(124.1754442, 10.1298013)
"557",523,"OK","Gigaquit","Gigaquit, Surigao del Norte, Philippines","APPROXIMATE",c(125.7188463, 9.456065)
"558",524,"OK","Gigmoto","Gigmoto, Catanduanes, Philippines","APPROXIMATE",c(124.3532417, 13.7912671)
"559",525,"OK","Ginatilan","Ginatilan, Cebu, Philippines","APPROXIMATE",c(123.3598366, 9.5786947)
"560",526,"OK","Gingoog","Gingoog, Misamis Oriental, Philippines","APPROXIMATE",c(125.0976355, 8.8229902)
"561",527,"OK","Giporlos","Giporlos, Eastern Samar, Philippines","APPROXIMATE",c(125.5000999, 11.1145649)
"562",528,"OK","Gitagum","Gitagum, Misamis Oriental, Philippines","APPROXIMATE",c(124.3865392, 8.5613858)
"563",529,"OK","Glan","Glan, Sarangani, Philippines","APPROXIMATE",c(125.3466253, 5.7600383)
"564",530,"ZERO_RESULTS","Gloria",NA,NA,c(NA, NA)
"565",531,"OK","Goa","Goa, India","APPROXIMATE",c(74.123996, 15.2993265)
"566",532,"OK","Godod","Godod, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.831015, 7.9857721)
"567",533,"OK","Gonzaga","502 E Boone Ave, Spokane, WA 99258, USA","ROOFTOP",c(-117.4021153, 47.6658548)
"568",534,"OK","Governor Generoso","Governor Generoso, Davao Oriental, Philippines","APPROXIMATE",c(126.1328132, 6.5491487)
"569",535,"ZERO_RESULTS","Gregorio Del Pilar",NA,NA,c(NA, NA)
"570",536,"OK","Guagua","Guagua, Pampanga, Philippines","APPROXIMATE",c(120.6332117, 14.9661601)
"571",537,"OK","Gubat","Gubat, Sorsogon, Philippines","APPROXIMATE",c(124.1227746, 12.9201825)
"572",538,"OK","Guiguinto (BU)","Guiguinto, Bulacan, Philippines","APPROXIMATE",c(120.8843023, 14.8282987)
"573",539,"OK","Guihulngan","Guihulngan City, Negros Oriental, Philippines","APPROXIMATE",c(123.2716592, 10.1206029)
"574",540,"OK","Guimba","Guimba, Nueva Ecija, Philippines","APPROXIMATE",c(120.734995, 15.6672998)
"575",541,"OK","Guimbal","Guimbal, Iloilo, Philippines","APPROXIMATE",c(122.2994127, 10.6686639)
"576",542,"OK","Guinayangan","Guinayangan, Quezon, Philippines","APPROXIMATE",c(122.424074, 13.885051)
"577",543,"OK","Guindulman","Guindulman, Bohol, Philippines","APPROXIMATE",c(124.4752715, 9.7794424)
"578",544,"OK","Guindulungan","Guindulungan, Maguindanao, Philippines","APPROXIMATE",c(124.3865392, 6.954103)
"579",545,"OK","Guinobatan","Guinobatan, Albay, Philippines","APPROXIMATE",c(123.5504076, 13.1541858)
"580",546,"OK","Guinsiliban","Guinsiliban, Camiguin, Philippines","APPROXIMATE",c(124.779603, 9.1160445)
"581",547,"OK","Guipos","Guipos, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.3149413, 7.7461852)
"582",548,"OK","Guiuan","Guiuan, Eastern Samar, Philippines","APPROXIMATE",c(125.7261353, 11.0319248)
"583",549,"OK","Gumaca","Gumaca, Quezon, Philippines","APPROXIMATE",c(122.1064668, 13.8910464)
"584",550,"OK","Gutalac","Gutalac, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.3787597, 7.9500324)
"585",551,"OK","Hadji Panglima Tahil","Municipality of Hadji Panglima Tahil, Sulu, Philippines","APPROXIMATE",c(120.9417368, 6.2030306)
"586",552,"OK","Hagonoy (BU)","Hagonoy, Bulacan, Philippines","APPROXIMATE",c(120.734995, 14.791933)
"587",553,"OK","Hagonoy (DS)","Hagonoy, Bulacan, Philippines","APPROXIMATE",c(120.734995, 14.791933)
"588",554,"OK","Hamtic","Hamtic, Antique, Philippines","APPROXIMATE",c(122.0155491, 10.6518851)
"589",555,"OK","Hermosa","Hermosa, Bataan, Philippines","APPROXIMATE",c(120.4242401, 14.8269095)
"590",556,"OK","Hernani","Hernani, Eastern Samar, Philippines","APPROXIMATE",c(125.5986093, 11.3220587)
"591",557,"OK","Hilongos","Hilongos, Leyte, Philippines","APPROXIMATE",c(124.7533672, 10.3708121)
"592",558,"OK","Himamaylan","Himamaylan City, Negros Occidental, Philippines","APPROXIMATE",c(122.8683684, 10.0902184)
"593",559,"OK","Hinabangan","Hinabangan, Samar, Philippines","APPROXIMATE",c(125.1928634, 11.7357986)
"594",560,"OK","Hinatuan","Hinatuan, Surigao del Sur, Philippines","APPROXIMATE",c(126.3714756, 8.3837155)
"595",561,"OK","Hindang","Hindang, Leyte, Philippines","APPROXIMATE",c(124.7441712, 10.4305009)
"596",562,"OK","Hingyon","Hingyon, Ifugao, Philippines","APPROXIMATE",c(121.1022942, 16.8655953)
"597",563,"OK","Hinigaran","Hinigaran, Negros Occidental, Philippines","APPROXIMATE",c(122.8549853, 10.2713554)
"598",564,"OK","Hinobaan","Hinoba-an, Negros Occidental, Philippines","APPROXIMATE",c(122.5194418, 9.5463157)
"599",565,"OK","Hinunangan","Hinunangan, Southern Leyte, Philippines","APPROXIMATE",c(125.148879, 10.394583)
"600",566,"OK","Hinundayan","Hinundayan, Southern Leyte, Philippines","APPROXIMATE",c(125.2258365, 10.3563636)
"601",567,"OK","Hungduan","Hungduan, Ifugao, Philippines","APPROXIMATE",c(121.0105733, 16.8389028)
"602",568,"ZERO_RESULTS","Iba",NA,NA,c(NA, NA)
"603",569,"OK","Ibaan","Ibaan, Batangas, Philippines","APPROXIMATE",c(121.1340569, 13.822048)
"604",570,"OK","Ibajay","Ibajay, Aklan, Philippines","APPROXIMATE",c(122.1859572, 11.7518624)
"605",571,"OK","Igacos","Island Garden City of Samal, Davao del Norte, Philippines","APPROXIMATE",c(125.7188463, 7.103312)
"606",572,"OK","Igbaras","Igbaras, Iloilo, Philippines","APPROXIMATE",c(122.2427, 10.7440839)
"607",573,"OK","Iguig","Iguig, Cagayan, Philippines","APPROXIMATE",c(121.7537404, 17.7499497)
"608",574,"OK","Ilagan","Ilagan, Isabela, Philippines","APPROXIMATE",c(121.8734492, 17.1381186)
"609",575,"OK","Iligan","Iligan City, Lanao del Norte, Philippines","APPROXIMATE",c(124.2452422, 8.2280209)
"610",576,"OK","Ilog","Ilog, Negros Occidental, Philippines","APPROXIMATE",c(122.740723, 9.983971)
"611",577,"OK","Iloilo","Iloilo City, Iloilo, Philippines","APPROXIMATE",c(122.5621063, 10.7201501)
"613",578,"ZERO_RESULTS","Imelda",NA,NA,c(NA, NA)
"614",579,"OK","Impasug-Ong","Impasug-ong, Bukidnon, Philippines","APPROXIMATE",c(125.0828588, 8.3885423)
"615",580,"OK","Imus","Imus, Cavite, Philippines","APPROXIMATE",c(120.9405057, 14.4064221)
"616",581,"OK","Inabanga","Inabanga, Bohol, Philippines","APPROXIMATE",c(124.0674291, 10.0314085)
"617",582,"OK","Indanan","Indanan, Sulu, Philippines","APPROXIMATE",c(120.9646866, 5.9976789)
"618",583,"OK","Indang","Indang, Cavite, Philippines","APPROXIMATE",c(120.8728615, 14.1920384)
"619",584,"OK","Infanta (PS)","Infanta, Quezon, Philippines","APPROXIMATE",c(121.662532, 14.7259749)
"620",585,"OK","Infanta (QN)","Infanta, Quezon, Philippines","APPROXIMATE",c(121.662532, 14.7259749)
"621",586,"OK","Initao","Initao, Misamis Oriental, Philippines","APPROXIMATE",c(124.3532417, 8.4805169)
"622",587,"OK","Inopacan","Inopacan, Leyte, Philippines","APPROXIMATE",c(124.7413712, 10.4994873)
"623",588,"OK","Ipil","Ipil, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.588174, 7.7858361)
"624",589,"OK","Iriga","City of Iriga, Camarines Sur, Philippines","APPROXIMATE",c(123.4180473, 13.4205369)
"625",590,"OK","Irosin","Irosin, Sorsogon, Philippines","APPROXIMATE",c(124.0332004, 12.7043477)
"626",591,"OK","Isabel","Isabel, Leyte, Philippines","APPROXIMATE",c(124.4473541, 10.9179536)
"627",592,"OK","Isabela (BAS)","Isabela, Philippines","APPROXIMATE",c(121.8107079, 16.9753758)
"628",593,"OK","Isabela (NO)","Isabela, Philippines","APPROXIMATE",c(121.8107079, 16.9753758)
"629",594,"OK","Isulan","Isulan, Sultan Kudarat, Philippines","APPROXIMATE",c(124.5978144, 6.6322636)
"630",595,"OK","Itbayat","Itbayat, Batanes, Philippines","APPROXIMATE",c(121.8383269, 20.7838749)
"631",596,"OK","Itogon","Itogon, Benguet, Philippines","APPROXIMATE",c(120.6890055, 16.3451812)
"632",597,"ZERO_RESULTS","Ivana",NA,NA,c(NA, NA)
"633",598,"OK","Ivisan","Ivisan, Capiz, Philippines","APPROXIMATE",c(122.6842498, 11.5302869)
"634",599,"OK","Jabonga","Jabonga, Agusan Del Norte, Philippines","APPROXIMATE",c(125.5529398, 9.3293601)
"635",600,"OK","Jaen","Jaen, Nueva Ecija, Philippines","APPROXIMATE",c(120.8838016, 15.3627393)
"637",601,"OK","Jagna","Jagna, Bohol, Philippines","APPROXIMATE",c(124.3653473, 9.6504905)
"638",602,"OK","Jalajala","Jala-jala, Rizal, Philippines","APPROXIMATE",c(121.3427262, 14.3408884)
"639",603,"OK","Jamindan","Jamindan, Capiz, Philippines","APPROXIMATE",c(122.3787597, 11.3997976)
"640",604,"OK","Janiuay","Janiuay, Iloilo, Philippines","APPROXIMATE",c(122.424074, 10.9987667)
"641",605,"OK","Jaro","Jaro, Iloilo City, Iloilo, Philippines","APPROXIMATE",c(122.5701037, 10.7503937)
"642",606,"OK","Jasaan","Jasaan, Misamis Oriental, Philippines","APPROXIMATE",c(124.7548322, 8.6498173)
"643",607,"ZERO_RESULTS","Javier",NA,NA,c(NA, NA)
"644",608,"OK","Jiabong","Jiabong, Samar, Philippines","APPROXIMATE",c(124.9616867, 11.836268)
"645",609,"OK","Jimalalud","Jimalalud, Negros Oriental, Philippines","APPROXIMATE",c(123.1014056, 10.0215739)
"646",610,"OK","Jimenez","Jimenez, Misamis Occidental, Philippines","APPROXIMATE",c(123.7629465, 8.3227548)
"647",611,"OK","Jipapad","Jipapad, Eastern Samar, Philippines","APPROXIMATE",c(125.1928634, 12.2806586)
"648",612,"OK","Jolo","Jolo, Sulu, Philippines","APPROXIMATE",c(121.0089611, 6.0473648)
"649",613,"OK","Jomalig","Jomalig, Quezon, Philippines","APPROXIMATE",c(122.367428, 14.6998994)
"650",614,"ZERO_RESULTS","Jones",NA,NA,c(NA, NA)
"651",615,"OK","Jordan","Jordan","APPROXIMATE",c(36.238414, 30.585164)
"652",616,"ZERO_RESULTS","Jose Abad Santos",NA,NA,c(NA, NA)
"653",617,"OK","Jose Dalman","Jose Dalman, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.0563914, 8.3803129)
"654",618,"OK","Jose Panganiban","Jose Panganiban, Camarines Norte, Philippines","APPROXIMATE",c(122.6979815, 14.2833889)
"655",619,"OK","Josefina","Josefina, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.5218729, 8.2071152)
"656",620,"OK","Jovellar","Jovellar, Albay, Philippines","APPROXIMATE",c(123.5616058, 13.0426153)
"657",621,"OK","Juban","Juban, Sorsogon, Philippines","APPROXIMATE",c(123.9527031, 12.8163129)
"658",622,"OK","Julita","Julita, Leyte, Philippines","APPROXIMATE",c(124.9616867, 10.9841725)
"659",623,"OK","Kabacan","Kabacan, Cotabato, Philippines","APPROXIMATE",c(124.8403408, 7.1071923)
"660",624,"OK","Kabankalan","Kabankalan, Negros Occidental, Philippines","APPROXIMATE",c(122.8535755, 9.9134117)
"661",625,"OK","Kabasalan","Kabasalan, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.7833174, 7.7902115)
"662",626,"OK","Kabayan","Kabayan, Benguet, Philippines","APPROXIMATE",c(120.8269231, 16.6170249)
"663",627,"OK","Kabugao","Kabugao, Apayao, Philippines","APPROXIMATE",c(121.1252135, 17.9779378)
"664",628,"OK","Kabuntalan","Kabuntalan, Maguindanao, Philippines","APPROXIMATE",c(124.3643423, 7.1201987)
"665",629,"OK","Kadingilan","Kadingilan, Bukidnon, Philippines","APPROXIMATE",c(124.8844867, 7.5047399)
"666",630,"OK","Kalamansig","Kalamansig, Sultan Kudarat, Philippines","APPROXIMATE",c(124.0522756, 6.5538483)
"667",631,"OK","Kalawit","Kalawit, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.5146439, 7.9004786)
"668",632,"ZERO_RESULTS","Kalayaan (LA)",NA,NA,c(NA, NA)
"669",633,"ZERO_RESULTS","Kalayaan (PN)",NA,NA,c(NA, NA)
"670",634,"OK","Kalibo","Kalibo, Aklan, Philippines","APPROXIMATE",c(122.367428, 11.6892241)
"671",635,"OK","Kalilangan","Kalilangan, Bukidnon, Philippines","APPROXIMATE",c(124.7519807, 7.7739339)
"672",636,"OK","Kalingalan Caluang","Kalingalan Caluang, Sulu, Philippines","APPROXIMATE",c(121.2855249, 5.9038822)
"673",637,"OK","Kananga","Kananga, Leyte, Philippines","APPROXIMATE",c(124.5587587, 11.1647958)
"675",638,"OK","Kapalong","Kapalong, Davao del Norte, Philippines","APPROXIMATE",c(125.6278353, 7.6194971)
"676",639,"OK","Kapangan","Kapangan, Benguet, Philippines","APPROXIMATE",c(120.5969758, 16.6123793)
"677",640,"OK","Kapatagan (LN)","Kapatagan, Lanao del Norte, Philippines","APPROXIMATE",c(123.7294198, 7.8677637)
"678",641,"OK","Kapatagan (LS)","Kapatagan, Lanao del Norte, Philippines","APPROXIMATE",c(123.7294198, 7.8677637)
"679",642,"OK","Kasibu","Kasibu, Nueva Vizcaya, Philippines","APPROXIMATE",c(121.3312882, 16.3665886)
"680",643,"ZERO_RESULTS","Katipunan",NA,NA,c(NA, NA)
"681",644,"OK","Kauswagan","Kauswagan, Lanao del Norte, Philippines","APPROXIMATE",c(124.097547, 8.1598562)
"682",645,"OK","Kawayan","1/F, Go Lokal Stall, Robinsons Place Manila, Ermita, Manila, 1000 Metro Manila, Philippines","GEOMETRIC_CENTER",c(120.9834563, 14.5760554)
"683",646,"OK","Kawit","Kawit, 4104 Cavite, Philippines","APPROXIMATE",c(120.9037639, 14.440992)
"684",647,"OK","Kayapa","Kayapa, Nueva Vizcaya, Philippines","APPROXIMATE",c(120.9417368, 16.4932638)
"685",648,"OK","Kiamba","Kiamba, Sarangani, Philippines","APPROXIMATE",c(124.6414028, 6.0233926)
"686",649,"OK","Kiangan","Kiangan, Ifugao, Philippines","APPROXIMATE",c(121.0986722, 16.7712337)
"687",650,"OK","Kibawe","Kibawe, Bukidnon, Philippines","APPROXIMATE",c(125.0608405, 7.4887828)
"688",651,"OK","Kiblawan","Kiblawan, Davao del Sur, Philippines","APPROXIMATE",c(125.2258365, 6.6323309)
"689",652,"OK","Kibungan","Kibungan, Benguet, Philippines","APPROXIMATE",c(120.6890055, 16.6816218)
"690",653,"OK","Kidapawan","Kidapawan City, Cotabato, Philippines","APPROXIMATE",c(125.0911341, 7.010607)
"691",654,"OK","Kinoguitan","Kinoguitan, Misamis Oriental, Philippines","APPROXIMATE",c(124.8127381, 8.9809644)
"692",655,"OK","Kitaotao","Kitaotao, Bukidnon, Philippines","APPROXIMATE",c(125.1048713, 7.5944434)
"693",656,"OK","Kitcharao","Kitcharao, Agusan Del Norte, Philippines","APPROXIMATE",c(125.620484, 9.4206582)
"694",657,"OK","Kolambugan","Kolambugan, Lanao del Norte, Philippines","APPROXIMATE",c(123.8969328, 8.0854743)
"695",658,"OK","Koronadal","Koronadal City, South Cotabato, Philippines","APPROXIMATE",c(124.8471625, 6.4973963)
"696",659,"OK","Kumalarang","Kumalarang, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.1463992, 7.7702986)
"697",660,"OK","La Carlota","La Carlota City, Negros Occidental, Philippines","APPROXIMATE",c(123.000095, 10.4117687)
"698",661,"OK","La Castellana","La Castellana, Negros Occidental, Philippines","APPROXIMATE",c(123.0198024, 10.3194742)
"699",662,"OK","La Libertad (NR)","La Libertad, Negros Oriental, Philippines","APPROXIMATE",c(123.1913722, 10.0502042)
"701",663,"OK","La Libertad (ZN)","La Libertad, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.5392081, 8.4759286)
"702",664,"OK","La Paz (AA)","La Paz, Bolivia","APPROXIMATE",c(-68.1192936, -16.489689)
"703",665,"OK","La Paz (AS)","La Paz, Bolivia","APPROXIMATE",c(-68.1192936, -16.489689)
"704",666,"OK","La Paz (LE)","La Paz, Bolivia","APPROXIMATE",c(-68.1192936, -16.489689)
"705",667,"OK","La Paz (TC)","La Paz, Bolivia","APPROXIMATE",c(-68.1192936, -16.489689)
"706",668,"OK","La Trinidad","La Trinidad, Benguet, Philippines","APPROXIMATE",c(120.5854674, 16.4774284)
"707",669,"OK","Laak","Laak, Compostela Valley, Philippines","APPROXIMATE",c(125.784354, 7.8771191)
"708",670,"OK","Labangan","Labangan, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.4495644, 7.9210477)
"709",671,"OK","Labason","Labason, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.5146439, 8.0515321)
"710",672,"OK","Labo","Labo, Camarines Norte, Philippines","APPROXIMATE",c(122.6729515, 14.1527822)
"711",673,"ZERO_RESULTS","Labrador",NA,NA,c(NA, NA)
"712",674,"OK","Lacub","Lacub, Abra, Philippines","APPROXIMATE",c(120.9646866, 17.6893614)
"713",675,"OK","Lagangilang","Lagangilang, Abra, Philippines","APPROXIMATE",c(120.792458, 17.624061)
"714",676,"OK","Lagawe","Lagawe, Ifugao, Philippines","APPROXIMATE",c(121.193945, 16.8082549)
"715",677,"OK","Lagonglong","Lagonglong, Misamis Oriental, Philippines","APPROXIMATE",c(124.8293008, 8.8152403)
"716",678,"OK","Lagonoy","Lagonoy, Camarines Sur, Philippines","APPROXIMATE",c(123.4831906, 13.8668769)
"717",679,"OK","Laguindingan","Laguindingan, Misamis Oriental, Philippines","APPROXIMATE",c(124.4309165, 8.594347)
"718",680,"OK","Lake Sebu","Lake Sebu, South Cotabato, Philippines","APPROXIMATE",c(124.5528387, 6.2447394)
"719",681,"OK","Lakewood","Lakewood, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.1463992, 7.8826426)
"721",682,"ZERO_RESULTS","Lala",NA,NA,c(NA, NA)
"722",683,"OK","Lallo","Lal-lo, Cagayan, Philippines","APPROXIMATE",c(121.8790306, 18.1576715)
"723",684,"OK","Lambayong","Lambayong, Sultan Kudarat, Philippines","APPROXIMATE",c(124.630697, 6.8078116)
"724",685,"OK","Lambunao","Lambunao, Iloilo, Philippines","APPROXIMATE",c(122.424074, 11.077708)
"725",686,"OK","Lamitan","Lamitan City, Basilan, Philippines","APPROXIMATE",c(122.1064668, 6.661519)
"726",687,"OK","Lamut","Lamut, Ifugao, Philippines","APPROXIMATE",c(121.193945, 16.6824142)
"727",688,"OK","Langiden","Langiden, Abra, Philippines","APPROXIMATE",c(120.5394232, 17.6038662)
"728",689,"OK","Languyan","Languyan, Tawi-Tawi, Philippines","APPROXIMATE",c(120.2281933, 5.3764423)
"729",690,"OK","Lantapan","Lantapan, Bukidnon, Philippines","APPROXIMATE",c(124.9727096, 8.0479665)
"730",691,"OK","Lantawan","Lantawan, Basilan, Philippines","APPROXIMATE",c(121.902418, 6.5978023)
"731",692,"OK","Lanuza","Lanuza, Surigao del Sur, Philippines","APPROXIMATE",c(126.0132051, 9.1515977)
"732",693,"OK","Laoac","Laoac, Pangasinan, Philippines","APPROXIMATE",c(120.5394232, 16.0434054)
"733",694,"OK","Laoag","Laoag City, Ilocos Norte, Philippines","APPROXIMATE",c(120.5926679, 18.1960128)
"734",695,"OK","Laoang","Laoang, Northern Samar, Philippines","APPROXIMATE",c(125.0167866, 12.6198618)
"735",696,"OK","Lapinig","Lapinig, Northern Samar, Philippines","APPROXIMATE",c(125.2917432, 12.314904)
"736",697,"OK","Lapu Lapu","Lapu-Lapu City, Cebu, Philippines","APPROXIMATE",c(123.9649926, 10.3168343)
"738",698,"OK","Lapuyan","Lapuyan, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.1913722, 7.6916191)
"739",699,"OK","Larena","Larena, Siquijor, Philippines","APPROXIMATE",c(123.6063855, 9.2463372)
"740",700,"OK","Las Navas","Las Navas, Northern Samar, Philippines","APPROXIMATE",c(125.0167866, 12.3064077)
"741",701,"OK","Las Nieves","Las Nieves, Agusan Del Norte, Philippines","APPROXIMATE",c(125.4562795, 8.6651079)
"742",702,"OK","Las Pinas","Las Piñas, Metro Manila, Philippines","APPROXIMATE",c(120.9938736, 14.444546)
"743",703,"OK","Lasam","Lasam, Cagayan, Philippines","APPROXIMATE",c(121.5598345, 18.047691)
"744",704,"OK","Laua-An","Laua-an, Antique, Philippines","APPROXIMATE",c(122.1178261, 11.1637611)
"745",705,"OK","Laur","Laur, Nueva Ecija, Philippines","APPROXIMATE",c(121.1824925, 15.5247743)
"746",706,"OK","Laurel","Laurel, MD, USA","APPROXIMATE",c(-76.8483061, 39.0992752)
"747",707,"OK","Lavezares","Lavezares, Northern Samar, Philippines","APPROXIMATE",c(124.3532417, 12.5601209)
"749",708,"OK","Lawaan","Lawaan, Eastern Samar, Philippines","APPROXIMATE",c(125.2807624, 11.1825735)
"750",709,"OK","Lazi","Lazi, Siquijor, Philippines","APPROXIMATE",c(123.5951925, 9.1237254)
"751",710,"OK","Lebak","Lebak, Sultan Kudarat, Philippines","APPROXIMATE",c(124.1976882, 6.632811)
"752",711,"OK","Leganes","Leganes, Iloilo, Philippines","APPROXIMATE",c(122.593828, 10.7916725)
"753",712,"OK","Legazpi","Legazpi City, Albay, Philippines","APPROXIMATE",c(123.7437995, 13.1390621)
"754",713,"OK","Lemery (BS)","Lemery, Batangas, Philippines","APPROXIMATE",c(120.8843434, 13.9531777)
"755",714,"OK","Lemery (IO)","Lemery, Batangas, Philippines","APPROXIMATE",c(120.8843434, 13.9531777)
"756",715,"ZERO_RESULTS","Leon",NA,NA,c(NA, NA)
"757",716,"OK","Leyte","Leyte, Philippines","APPROXIMATE",c(124.4641848, 11.3496551)
"759",717,"OK","Lezo","Lezo, Aklan, Philippines","APPROXIMATE",c(122.3220894, 11.6750175)
"761",718,"OK","Lian","Lian, Batangas, Philippines","APPROXIMATE",c(120.6545022, 13.9852356)
"762",719,"OK","Lianga","Lianga, Surigao del Sur, Philippines","APPROXIMATE",c(126.0675952, 8.636616)
"763",720,"OK","Libacao","Libacao, Aklan, Philippines","APPROXIMATE",c(122.2880726, 11.4109251)
"764",721,"OK","Libagon","Libagon, Southern Leyte, Philippines","APPROXIMATE",c(125.0718504, 10.3373777)
"765",722,"ZERO_RESULTS","Libertad (AE)",NA,NA,c(NA, NA)
"766",723,"OK","Libertad (MO)","Libertad, Misamis Oriental, Philippines","APPROXIMATE",c(124.3587921, 8.531416)
"767",724,"OK","Libjo","Libjo, Dinagat Islands, Philippines","APPROXIMATE",c(125.5438967, 10.193163)
"768",725,"OK","Libmanan","Libmanan, Camarines Sur, Philippines","APPROXIMATE",c(122.9663018, 13.6828973)
"769",726,"OK","Libon","Libon, Albay, Philippines","APPROXIMATE",c(123.3710571, 13.2606549)
"770",727,"OK","Libona","Libona, Bukidnon, Philippines","APPROXIMATE",c(124.7041462, 8.3806797)
"771",728,"OK","Libungan","Libungan, Cotabato, Philippines","APPROXIMATE",c(124.5306837, 7.3163743)
"772",729,"OK","Licab","Licab, Nueva Ecija, Philippines","APPROXIMATE",c(120.769476, 15.5470573)
"773",730,"OK","Licuan-Baay","Licuan-Baay, Abra, Philippines","APPROXIMATE",c(120.8728615, 17.5785363)
"774",731,"OK","Lidlidda","Lidlidda, Ilocos Sur, Philippines","APPROXIMATE",c(120.5394232, 17.2653418)
"775",732,"OK","Ligao","Ligao, Albay, Philippines","APPROXIMATE",c(123.4943968, 13.1724166)
"776",733,"ZERO_RESULTS","Lila",NA,NA,c(NA, NA)
"777",734,"OK","Liliw","Liliw, Laguna, Philippines","APPROXIMATE",c(121.4399041, 14.1364476)
"778",735,"OK","Liloan (CU)","Liloan, Cebu, Philippines","APPROXIMATE",c(123.986149, 10.412129)
"779",736,"OK","Liloan (SL)","Liloan, Cebu, Philippines","APPROXIMATE",c(123.986149, 10.412129)
"781",737,"OK","Liloy","Liloy, Zamboanga del Norte, Philippines","APPROXIMATE",c(122.695547, 8.0732477)
"782",738,"OK","Limasawa","Limasawa, Southern Leyte, Philippines","APPROXIMATE",c(125.0746026, 9.9302782)
"783",739,"OK","Limay","Limay, Bataan, Philippines","APPROXIMATE",c(120.5509358, 14.5278776)
"785",740,"OK","Linamon","Linamon, Lanao del Norte, Philippines","APPROXIMATE",c(124.1587576, 8.1680122)
"786",741,"OK","Linapacan","Linapacan, Palawan, Philippines","APPROXIMATE",c(119.8120795, 11.4599656)
"787",742,"OK","Lingayen","Lingayen, Pangasinan, Philippines","APPROXIMATE",c(120.2397336, 16.0059867)
"788",743,"OK","Lingig","Lingig, Surigao del Sur, Philippines","APPROXIMATE",c(126.4147889, 8.0872666)
"789",744,"OK","Lipa","Lipa, Batangas, Philippines","APPROXIMATE",c(121.1644198, 13.941876)
"790",745,"OK","Llanera","Llanera, Nueva Ecija, Philippines","APPROXIMATE",c(121.0105733, 15.6662314)
"791",746,"OK","Llorente","Llorente, Eastern Samar, Philippines","APPROXIMATE",c(125.5404203, 11.4111146)
"792",747,"OK","Loay","Loay, Bohol, Philippines","APPROXIMATE",c(124.0139789, 9.5995837)
